@RELATION 'BUG_CRASH'

@ATTRIBUTE Comment string
@ATTRIBUTE Class-Attribute {Crash,Bug,Other}

@DATA
'his was my first time using Concur  found it complicated xperienced trouble with uploading more than  receipts herefore  combined them into one scan and then uploaded it',Crash
'hone app keeps crashing ant upload receipts',Crash
'generally happy with concur but this report is because of a concur glitch that reserved rooms via an api of some sort but didnt record the successful reservation so the hotel had the rooms booked but concur didnt know it',Crash
'difficulty uploading receipts with email',Crash
'nline account lock is  hours  hat should be lifted hould be able to unlock account anytime',Crash
'the pictures i take via my concur app now add another expense as apposed to placing them in my available receipts section lso some receipts disappear when  detach them for the incorrect entry',Crash
'et rid of the screenlock requirement on the app',Crash
'd like it to be more clear how to apply all receipts to the entire expense rather than uploading one receipt per expense',Crash
'Concur seemed a bit slow today froze during upload of receipts verall Concur has been easy to use',Crash
'aving some glitches irst tried to submit this expense last month aiting to see if this goes through before  rate wstars',Crash
