@RELATION 'BUG_CRASH'

@ATTRIBUTE Comment string
@ATTRIBUTE Class-Attribute {Crash,Bug,Other}

@DATA
'ay too much clicking and emailing the receipts takes a day for them to show up',Other
'ery simple and intuitive to use hanks for doing this',Other
'ot satisfied very time consuming hought it would be quicker',Other
'istema muy facil de utilizar',Other
'etting used to the new system cut over',Other
'adding receipts could be improved',Other
'the earlier method was better',Other
'great thank you',Other
'ery confusing  not user friendly always goes to previous oncur  which makes access to ew concur difficult',Other
'ery easy process  loved it!',Other
'otel has been splitted into  transactions ()',Other
'pretty simple process',Other
'not good had to add an extra entry for lunch as existing entry was not to change',Other
'terrific',Other
'hank you!',Other
'ts a great service but  wish you could add in traffic time and as well closures ometimes  take alternative routes that you cant change on concur hose are my main concerns',Other
't has taken over a month to get to this stage in the process due to the system not allowing me to enter the  amount!!!!!!!  still cant enter it had to put a comment in to try and get the expense processed',Other
' expenses were paid with eslie ennett ersonal redit ards he system did not allow me to change the option for pay source from company paid',Other
'training food and taxi expense',Other
'system is operating with extreme lag',Other
'hank you for making the process faster to be reimbursed  appreciate it!!!',Other
